session_id,traveller_id,origin_city,destination_city,search_date,travel_date,lead_days,departure_window,trip_purpose,party_size
S0001216,T000304,Kolkata,Bangalore,2024-03-05,2024-04-20,46,Early Morning,Family / Personal,3
S0001217,T000305,Chennai,Bangalore,2024-03-04,2024-04-07,34,Night,Business,1
S0001218,T000305,Bangalore,Kolkata,2024-03-11,2024-04-18,38,Early Morning,Leisure,1
S0001219,T000305,Delhi,Mumbai,2024-03-15,2024-03-21,6,Morning,Commute,3
S0001220,T000305,Chennai,Delhi,2024-03-10,2024-04-05,26,Night,Business,1
S0001221,T000306,Bangalore,Delhi,2024-03-14,2024-04-30,47,Afternoon,Commute,2
S0001222,T000306,Kolkata,Bangalore,2024-03-14,2024-04-06,23,Afternoon,Business,2
S0001223,T000306,Bangalore,Mumbai,2024-03-10,2024-04-18,39,Early Morning,Leisure,2
S0001224,T000306,Kolkata,Bangalore,2024-03-03,2024-03-12,9,Early Morning,Commute,1
S0001225,T000307,Hyderabad,Bangalore,2024-03-01,2024-04-18,48,Afternoon,Leisure,4
S0001226,T000307,Delhi,Bangalore,2024-03-14,2024-04-05,22,Night,Business,1
S0001227,T000307,Hyderabad,Kolkata,2024-03-03,2024-03-24,21,Afternoon,Commute,2
S0001228,T000307,Delhi,Bangalore,2024-03-13,2024-04-12,30,Early Morning,Family / Personal,2
S0001229,T000308,Hyderabad,Chennai,2024-03-07,2024-03-12,5,Morning,Leisure,3
S0001230,T000308,Chennai,Mumbai,2024-03-06,2024-03-15,9,Night,Commute,2
S0001231,T000308,Bangalore,Delhi,2024-03-08,2024-04-23,46,Evening,Commute,1
S0001232,T000308,Bangalore,Mumbai,2024-03-01,2024-03-11,10,Early Morning,Family / Personal,3
S0001233,T000309,Delhi,Bangalore,2024-03-13,2024-04-21,39,Night,Commute,1
S0001234,T000309,Hyderabad,Chennai,2024-03-02,2024-03-15,13,Night,Leisure,2
S0001235,T000309,Bangalore,Hyderabad,2024-03-14,2024-04-28,45,Morning,Commute,1
S0001236,T000309,Hyderabad,Mumbai,2024-03-06,2024-04-12,37,Morning,Commute,1
S0001237,T000310,Delhi,Kolkata,2024-03-12,2024-04-06,25,Night,Leisure,1
S0001238,T000310,Delhi,Bangalore,2024-03-07,2024-03-16,9,Night,Leisure,2
S0001239,T000310,Mumbai,Kolkata,2024-03-15,2024-04-15,31,Morning,Family / Personal,3
S0001240,T000310,Mumbai,Hyderabad,2024-03-03,2024-04-06,34,Early Morning,Business,2
S0001241,T000311,Delhi,Hyderabad,2024-03-01,2024-04-06,36,Evening,Business,2
S0001242,T000311,Mumbai,Kolkata,2024-03-07,2024-03-14,7,Morning,Business,2
S0001243,T000311,Chennai,Bangalore,2024-03-06,2024-03-25,19,Afternoon,Family / Personal,3
S0001244,T000311,Bangalore,Hyderabad,2024-03-03,2024-03-31,28,Morning,Business,3
S0001245,T000312,Delhi,Mumbai,2024-03-10,2024-03-22,12,Afternoon,Business,1
S0001246,T000312,Mumbai,Hyderabad,2024-03-07,2024-04-19,43,Early Morning,Business,1
S0001247,T000312,Hyderabad,Mumbai,2024-03-12,2024-04-01,20,Night,Commute,1
S0001248,T000312,Chennai,Bangalore,2024-03-12,2024-03-25,13,Evening,Leisure,1
S0001249,T000313,Chennai,Kolkata,2024-03-13,2024-04-24,42,Night,Leisure,2
S0001250,T000313,Kolkata,Hyderabad,2024-03-11,2024-04-11,31,Early Morning,Leisure,3
S0001251,T000313,Kolkata,Hyderabad,2024-03-15,2024-04-18,34,Evening,Commute,1
S0001252,T000313,Bangalore,Hyderabad,2024-03-02,2024-04-04,33,Afternoon,Business,1
S0001253,T000314,Delhi,Kolkata,2024-03-14,2024-04-16,33,Afternoon,Commute,1
S0001254,T000314,Kolkata,Delhi,2024-03-02,2024-03-08,6,Night,Business,1
S0001255,T000314,Chennai,Delhi,2024-03-14,2024-04-24,41,Early Morning,Business,2
S0001256,T000314,Bangalore,Kolkata,2024-03-13,2024-04-17,35,Afternoon,Business,1
S0001257,T000315,Delhi,Mumbai,2024-03-12,2024-04-08,27,Afternoon,Leisure,3
S0001258,T000315,Kolkata,Delhi,2024-03-08,2024-03-28,20,Night,Commute,3
S0001259,T000315,Hyderabad,Chennai,2024-03-13,2024-04-11,29,Early Morning,Commute,1
S0001260,T000315,Mumbai,Chennai,2024-03-01,2024-04-11,41,Morning,Leisure,2
S0001261,T000316,Delhi,Mumbai,2024-03-11,2024-04-11,31,Afternoon,Business,1
S0001262,T000316,Mumbai,Chennai,2024-03-15,2024-04-19,35,Early Morning,Business,1
S0001263,T000316,Kolkata,Hyderabad,2024-03-15,2024-03-24,9,Evening,Family / Personal,1
S0001264,T000316,Bangalore,Mumbai,2024-03-09,2024-03-23,14,Evening,Leisure,1
S0001265,T000317,Delhi,Bangalore,2024-03-09,2024-04-18,40,Morning,Family / Personal,2
S0001266,T000317,Mumbai,Kolkata,2024-03-12,2024-04-23,42,Morning,Business,1
S0001267,T000317,Kolkata,Mumbai,2024-03-15,2024-04-25,41,Early Morning,Business,2
S0001268,T000317,Kolkata,Mumbai,2024-03-04,2024-04-16,43,Afternoon,Leisure,2
S0001269,T000318,Chennai,Bangalore,2024-03-06,2024-03-21,15,Early Morning,Family / Personal,1
S0001270,T000318,Mumbai,Kolkata,2024-03-04,2024-04-03,30,Morning,Commute,1
S0001271,T000318,Bangalore,Kolkata,2024-03-09,2024-03-14,5,Morning,Commute,1
S0001272,T000318,Kolkata,Delhi,2024-03-08,2024-04-22,45,Evening,Commute,1
S0001273,T000319,Kolkata,Delhi,2024-03-03,2024-04-10,38,Morning,Commute,1
S0001274,T000319,Kolkata,Mumbai,2024-03-02,2024-04-03,32,Morning,Family / Personal,2
S0001275,T000319,Delhi,Kolkata,2024-03-04,2024-04-16,43,Afternoon,Business,1
S0001276,T000319,Bangalore,Mumbai,2024-03-14,2024-03-28,14,Afternoon,Business,1
S0001277,T000320,Mumbai,Kolkata,2024-03-15,2024-03-23,8,Afternoon,Business,1
S0001278,T000320,Delhi,Mumbai,2024-03-07,2024-04-11,35,Early Morning,Business,2
S0001279,T000320,Delhi,Kolkata,2024-03-08,2024-03-10,2,Early Morning,Business,1
S0001280,T000320,Hyderabad,Bangalore,2024-03-01,2024-03-09,8,Night,Leisure,3
S0001281,T000321,Chennai,Delhi,2024-03-12,2024-04-23,42,Morning,Family / Personal,1
S0001282,T000321,Hyderabad,Kolkata,2024-03-10,2024-04-28,49,Afternoon,Commute,1
S0001283,T000321,Hyderabad,Bangalore,2024-03-08,2024-04-25,48,Early Morning,Leisure,2
S0001284,T000321,Chennai,Mumbai,2024-03-05,2024-04-12,38,Afternoon,Leisure,2
S0001285,T000322,Chennai,Mumbai,2024-03-08,2024-03-19,11,Early Morning,Commute,1
S0001286,T000322,Delhi,Kolkata,2024-03-03,2024-04-10,38,Night,Family / Personal,1
S0001287,T000322,Kolkata,Delhi,2024-03-11,2024-03-21,10,Night,Commute,2
S0001288,T000322,Kolkata,Mumbai,2024-03-13,2024-03-21,8,Early Morning,Commute,1
S0001289,T000323,Bangalore,Kolkata,2024-03-03,2024-03-28,25,Evening,Leisure,3
S0001290,T000323,Hyderabad,Delhi,2024-03-02,2024-03-25,23,Evening,Family / Personal,3
S0001291,T000323,Bangalore,Chennai,2024-03-13,2024-04-14,32,Early Morning,Commute,1
S0001292,T000323,Delhi,Mumbai,2024-03-13,2024-05-01,49,Afternoon,Business,1
S0001293,T000324,Bangalore,Kolkata,2024-03-14,2024-04-03,20,Evening,Family / Personal,1
S0001294,T000324,Delhi,Mumbai,2024-03-15,2024-04-04,20,Night,Leisure,1
S0001295,T000324,Bangalore,Mumbai,2024-03-09,2024-03-26,17,Afternoon,Business,2
S0001296,T000324,Bangalore,Delhi,2024-03-10,2024-04-24,45,Early Morning,Business,4
S0001297,T000325,Chennai,Mumbai,2024-03-03,2024-04-01,29,Night,Family / Personal,1
S0001298,T000325,Mumbai,Chennai,2024-03-11,2024-04-27,47,Early Morning,Commute,1
S0001299,T000325,Kolkata,Delhi,2024-03-01,2024-03-07,6,Morning,Business,2
S0001300,T000325,Mumbai,Chennai,2024-03-07,2024-04-23,47,Evening,Commute,1
S0001301,T000326,Mumbai,Chennai,2024-03-10,2024-04-23,44,Morning,Commute,2
S0001302,T000326,Kolkata,Mumbai,2024-03-09,2024-03-11,2,Early Morning,Family / Personal,1
S0001303,T000326,Chennai,Bangalore,2024-03-11,2024-03-26,15,Night,Family / Personal,1
S0001304,T000326,Kolkata,Hyderabad,2024-03-01,2024-03-27,26,Afternoon,Family / Personal,1
S0001305,T000327,Delhi,Kolkata,2024-03-01,2024-03-02,1,Afternoon,Leisure,1
S0001306,T000327,Kolkata,Bangalore,2024-03-08,2024-04-16,39,Night,Family / Personal,2
S0001307,T000327,Hyderabad,Mumbai,2024-03-06,2024-04-14,39,Evening,Commute,4
S0001308,T000327,Kolkata,Chennai,2024-03-08,2024-04-06,29,Morning,Leisure,1
S0001309,T000328,Chennai,Mumbai,2024-03-02,2024-03-20,18,Evening,Leisure,1
S0001310,T000328,Chennai,Hyderabad,2024-03-04,2024-04-21,48,Morning,Business,2
S0001311,T000328,Mumbai,Kolkata,2024-03-10,2024-04-05,26,Early Morning,Family / Personal,3
S0001312,T000328,Mumbai,Bangalore,2024-03-03,2024-03-28,25,Evening,Leisure,1
S0001313,T000329,Hyderabad,Bangalore,2024-03-04,2024-03-22,18,Afternoon,Commute,1
S0001314,T000329,Bangalore,Hyderabad,2024-03-11,2024-03-18,7,Morning,Commute,1
S0001315,T000329,Delhi,Bangalore,2024-03-05,2024-03-16,11,Morning,Business,2
S0001316,T000329,Mumbai,Hyderabad,2024-03-11,2024-04-08,28,Early Morning,Business,1
S0001317,T000330,Delhi,Hyderabad,2024-03-04,2024-04-06,33,Morning,Commute,1
S0001318,T000330,Bangalore,Delhi,2024-03-06,2024-04-03,28,Night,Business,2
S0001319,T000330,Hyderabad,Kolkata,2024-03-09,2024-04-05,27,Morning,Commute,1
S0001320,T000330,Kolkata,Chennai,2024-03-07,2024-03-21,14,Morning,Commute,2
S0001321,T000331,Mumbai,Bangalore,2024-03-09,2024-03-23,14,Night,Family / Personal,1
S0001322,T000331,Mumbai,Hyderabad,2024-03-04,2024-03-20,16,Afternoon,Commute,2
S0001323,T000331,Bangalore,Kolkata,2024-03-01,2024-03-31,30,Morning,Commute,1
S0001324,T000331,Chennai,Delhi,2024-03-12,2024-04-12,31,Early Morning,Family / Personal,1
S0001325,T000332,Bangalore,Mumbai,2024-03-08,2024-04-08,31,Morning,Family / Personal,1
S0001326,T000332,Mumbai,Bangalore,2024-03-05,2024-03-06,1,Afternoon,Commute,2
S0001327,T000332,Kolkata,Chennai,2024-03-08,2024-03-23,15,Early Morning,Family / Personal,1
S0001328,T000332,Bangalore,Kolkata,2024-03-07,2024-03-11,4,Night,Commute,3
S0001329,T000333,Mumbai,Delhi,2024-03-03,2024-03-29,26,Early Morning,Leisure,1
S0001330,T000333,Bangalore,Delhi,2024-03-08,2024-03-24,16,Afternoon,Leisure,1
S0001331,T000333,Chennai,Kolkata,2024-03-06,2024-04-23,48,Evening,Family / Personal,1
S0001332,T000333,Kolkata,Chennai,2024-03-09,2024-04-20,42,Afternoon,Commute,2
S0001333,T000334,Delhi,Chennai,2024-03-13,2024-04-04,22,Night,Family / Personal,1
S0001334,T000334,Delhi,Chennai,2024-03-12,2024-03-21,9,Early Morning,Commute,1
S0001335,T000334,Hyderabad,Bangalore,2024-03-14,2024-04-23,40,Early Morning,Commute,2
S0001336,T000334,Mumbai,Kolkata,2024-03-11,2024-03-31,20,Afternoon,Leisure,1
S0001337,T000335,Chennai,Hyderabad,2024-03-10,2024-04-12,33,Morning,Business,1
S0001338,T000335,Delhi,Bangalore,2024-03-03,2024-03-20,17,Early Morning,Commute,2
S0001339,T000335,Chennai,Mumbai,2024-03-03,2024-03-18,15,Early Morning,Leisure,2
S0001340,T000335,Kolkata,Chennai,2024-03-05,2024-04-06,32,Evening,Business,1
S0001341,T000336,Kolkata,Bangalore,2024-03-12,2024-03-27,15,Afternoon,Business,2
S0001342,T000336,Kolkata,Bangalore,2024-03-08,2024-04-13,36,Early Morning,Business,4
S0001343,T000336,Mumbai,Bangalore,2024-03-14,2024-04-25,42,Morning,Commute,1
S0001344,T000336,Hyderabad,Delhi,2024-03-15,2024-04-12,28,Afternoon,Leisure,3
S0001345,T000337,Bangalore,Chennai,2024-03-01,2024-03-26,25,Morning,Business,2
S0001346,T000337,Mumbai,Chennai,2024-03-15,2024-04-20,36,Early Morning,Family / Personal,1
S0001347,T000337,Mumbai,Bangalore,2024-03-11,2024-04-24,44,Morning,Commute,4
S0001348,T000337,Bangalore,Delhi,2024-03-11,2024-03-21,10,Early Morning,Business,1
S0001349,T000338,Bangalore,Kolkata,2024-03-05,2024-03-08,3,Early Morning,Commute,1
S0001350,T000338,Hyderabad,Kolkata,2024-03-04,2024-04-06,33,Night,Business,1
S0001351,T000338,Chennai,Kolkata,2024-03-06,2024-03-24,18,Evening,Leisure,1
S0001352,T000338,Mumbai,Kolkata,2024-03-13,2024-04-25,43,Night,Commute,1
S0001353,T000339,Bangalore,Chennai,2024-03-09,2024-03-13,4,Morning,Business,1
S0001354,T000339,Kolkata,Delhi,2024-03-01,2024-03-28,27,Night,Commute,1
S0001355,T000339,Hyderabad,Mumbai,2024-03-06,2024-04-21,46,Night,Commute,1
S0001356,T000339,Bangalore,Delhi,2024-03-06,2024-03-12,6,Early Morning,Family / Personal,1
S0001357,T000340,Mumbai,Hyderabad,2024-03-10,2024-03-24,14,Morning,Business,1
S0001358,T000340,Mumbai,Delhi,2024-03-09,2024-03-19,10,Afternoon,Family / Personal,2
S0001359,T000340,Delhi,Bangalore,2024-03-14,2024-04-09,26,Night,Business,1
S0001360,T000340,Chennai,Kolkata,2024-03-07,2024-04-09,33,Early Morning,Commute,2
S0001361,T000341,Chennai,Hyderabad,2024-03-06,2024-03-27,21,Early Morning,Business,1
S0001362,T000341,Hyderabad,Kolkata,2024-03-14,2024-04-21,38,Morning,Family / Personal,2
S0001363,T000341,Hyderabad,Mumbai,2024-03-06,2024-03-19,13,Morning,Commute,1
S0001364,T000341,Bangalore,Chennai,2024-03-06,2024-04-08,33,Night,Family / Personal,2
S0001365,T000342,Chennai,Hyderabad,2024-03-10,2024-03-19,9,Afternoon,Commute,1
S0001366,T000342,Hyderabad,Kolkata,2024-03-10,2024-04-01,22,Early Morning,Commute,1
S0001367,T000342,Hyderabad,Kolkata,2024-03-06,2024-03-11,5,Early Morning,Leisure,1
S0001368,T000342,Kolkata,Hyderabad,2024-03-06,2024-03-27,21,Night,Family / Personal,2
S0001369,T000343,Bangalore,Kolkata,2024-03-14,2024-03-31,17,Morning,Family / Personal,1
S0001370,T000343,Bangalore,Mumbai,2024-03-11,2024-03-25,14,Evening,Leisure,2
S0001371,T000343,Hyderabad,Bangalore,2024-03-10,2024-04-25,46,Night,Commute,1
S0001372,T000343,Chennai,Kolkata,2024-03-11,2024-03-27,16,Afternoon,Commute,1
S0001373,T000344,Delhi,Bangalore,2024-03-04,2024-03-24,20,Morning,Commute,3
S0001374,T000344,Bangalore,Hyderabad,2024-03-10,2024-04-21,42,Afternoon,Commute,2
S0001375,T000344,Kolkata,Mumbai,2024-03-01,2024-04-18,48,Night,Family / Personal,1
S0001376,T000344,Delhi,Bangalore,2024-03-11,2024-03-17,6,Morning,Family / Personal,2
S0001377,T000345,Kolkata,Delhi,2024-03-08,2024-03-13,5,Afternoon,Family / Personal,2
S0001378,T000345,Delhi,Bangalore,2024-03-13,2024-03-31,18,Afternoon,Commute,1
S0001379,T000345,Bangalore,Delhi,2024-03-13,2024-03-23,10,Evening,Commute,1
S0001380,T000345,Hyderabad,Kolkata,2024-03-04,2024-04-15,42,Night,Business,1
S0001381,T000346,Hyderabad,Mumbai,2024-03-06,2024-03-28,22,Morning,Commute,1
S0001382,T000346,Hyderabad,Bangalore,2024-03-12,2024-03-13,1,Afternoon,Commute,1
S0001383,T000346,Hyderabad,Chennai,2024-03-02,2024-03-07,5,Morning,Family / Personal,1
S0001384,T000346,Bangalore,Kolkata,2024-03-15,2024-03-26,11,Afternoon,Family / Personal,1
S0001385,T000347,Kolkata,Chennai,2024-03-06,2024-04-01,26,Afternoon,Leisure,1
S0001386,T000347,Kolkata,Hyderabad,2024-03-12,2024-04-19,38,Early Morning,Commute,2
S0001387,T000347,Kolkata,Hyderabad,2024-03-10,2024-04-17,38,Morning,Business,2
S0001388,T000347,Mumbai,Chennai,2024-03-08,2024-04-24,47,Night,Family / Personal,1
S0001389,T000348,Hyderabad,Delhi,2024-03-02,2024-03-13,11,Early Morning,Commute,1
S0001390,T000348,Delhi,Hyderabad,2024-03-11,2024-03-20,9,Night,Business,1
S0001391,T000348,Bangalore,Kolkata,2024-03-05,2024-03-06,1,Evening,Leisure,1
S0001392,T000348,Mumbai,Delhi,2024-03-01,2024-03-28,27,Night,Commute,1
S0001393,T000349,Chennai,Hyderabad,2024-03-11,2024-03-30,19,Afternoon,Commute,1
S0001394,T000349,Chennai,Kolkata,2024-03-08,2024-03-16,8,Evening,Leisure,2
S0001395,T000349,Chennai,Kolkata,2024-03-05,2024-04-11,37,Early Morning,Family / Personal,2
S0001396,T000349,Chennai,Delhi,2024-03-12,2024-03-17,5,Early Morning,Leisure,2
S0001397,T000350,Delhi,Mumbai,2024-03-04,2024-04-18,45,Morning,Commute,2
S0001398,T000350,Chennai,Hyderabad,2024-03-04,2024-03-11,7,Morning,Leisure,1
S0001399,T000350,Bangalore,Chennai,2024-03-02,2024-03-18,16,Night,Leisure,1
S0001400,T000350,Chennai,Bangalore,2024-03-10,2024-04-16,37,Evening,Leisure,1
S0001401,T000351,Kolkata,Chennai,2024-03-14,2024-03-28,14,Afternoon,Commute,1
S0001402,T000351,Bangalore,Mumbai,2024-03-06,2024-04-22,47,Early Morning,Business,1
S0001403,T000351,Mumbai,Delhi,2024-03-13,2024-04-24,42,Morning,Commute,1
S0001404,T000351,Mumbai,Kolkata,2024-03-02,2024-03-06,4,Afternoon,Business,3
S0001405,T000352,Mumbai,Delhi,2024-03-06,2024-04-12,37,Evening,Leisure,2
S0001406,T000352,Delhi,Kolkata,2024-03-03,2024-04-18,46,Afternoon,Commute,2
S0001407,T000352,Chennai,Hyderabad,2024-03-14,2024-04-13,30,Morning,Business,1
S0001408,T000352,Bangalore,Mumbai,2024-03-03,2024-03-17,14,Early Morning,Family / Personal,1
S0001409,T000353,Delhi,Hyderabad,2024-03-08,2024-03-25,17,Afternoon,Family / Personal,3
S0001410,T000353,Delhi,Kolkata,2024-03-14,2024-03-31,17,Early Morning,Commute,1
S0001411,T000353,Mumbai,Kolkata,2024-03-14,2024-04-15,32,Evening,Business,2
S0001412,T000353,Delhi,Chennai,2024-03-02,2024-03-08,6,Morning,Leisure,1
S0001413,T000354,Kolkata,Chennai,2024-03-01,2024-03-04,3,Early Morning,Leisure,1
S0001414,T000354,Delhi,Kolkata,2024-03-12,2024-04-07,26,Evening,Family / Personal,1
S0001415,T000354,Bangalore,Hyderabad,2024-03-13,2024-05-01,49,Morning,Leisure,2
S0001416,T000354,Kolkata,Mumbai,2024-03-15,2024-04-26,42,Afternoon,Commute,2
S0001417,T000355,Bangalore,Chennai,2024-03-01,2024-03-05,4,Early Morning,Leisure,4
S0001418,T000355,Kolkata,Bangalore,2024-03-10,2024-04-16,37,Afternoon,Commute,2
S0001419,T000355,Mumbai,Bangalore,2024-03-02,2024-04-20,49,Early Morning,Leisure,2
S0001420,T000355,Hyderabad,Bangalore,2024-03-04,2024-04-09,36,Morning,Business,1
S0001421,T000356,Mumbai,Chennai,2024-03-14,2024-03-17,3,Night,Commute,1
S0001422,T000356,Hyderabad,Chennai,2024-03-14,2024-04-09,26,Afternoon,Commute,1
S0001423,T000356,Chennai,Kolkata,2024-03-01,2024-04-19,49,Afternoon,Commute,3
S0001424,T000356,Delhi,Hyderabad,2024-03-06,2024-04-10,35,Afternoon,Commute,1
S0001425,T000357,Mumbai,Chennai,2024-03-06,2024-03-17,11,Morning,Commute,1
S0001426,T000357,Mumbai,Kolkata,2024-03-02,2024-03-24,22,Morning,Business,2
S0001427,T000357,Kolkata,Hyderabad,2024-03-05,2024-04-23,49,Morning,Business,2
S0001428,T000357,Chennai,Mumbai,2024-03-03,2024-03-13,10,Early Morning,Leisure,2
S0001429,T000358,Kolkata,Chennai,2024-03-10,2024-03-26,16,Morning,Family / Personal,2
S0001430,T000358,Kolkata,Mumbai,2024-03-05,2024-03-27,22,Early Morning,Commute,2
S0001431,T000358,Bangalore,Delhi,2024-03-13,2024-03-15,2,Early Morning,Family / Personal,1
S0001432,T000358,Bangalore,Hyderabad,2024-03-15,2024-03-17,2,Evening,Business,1
S0001433,T000359,Hyderabad,Kolkata,2024-03-15,2024-04-28,44,Night,Business,2
S0001434,T000359,Hyderabad,Kolkata,2024-03-01,2024-04-18,48,Evening,Family / Personal,1
S0001435,T000359,Hyderabad,Chennai,2024-03-08,2024-03-20,12,Early Morning,Leisure,1
S0001436,T000359,Delhi,Hyderabad,2024-03-09,2024-04-06,28,Evening,Leisure,1
S0001437,T000360,Chennai,Delhi,2024-03-08,2024-04-08,31,Night,Business,1
S0001438,T000360,Kolkata,Chennai,2024-03-07,2024-03-21,14,Early Morning,Family / Personal,3
S0001439,T000360,Kolkata,Chennai,2024-03-13,2024-04-12,30,Evening,Business,1
S0001440,T000360,Chennai,Bangalore,2024-03-09,2024-04-06,28,Evening,Family / Personal,2
S0001441,T000361,Kolkata,Delhi,2024-03-02,2024-04-05,34,Evening,Leisure,1
S0001442,T000361,Kolkata,Mumbai,2024-03-10,2024-03-17,7,Morning,Leisure,1
S0001443,T000361,Bangalore,Mumbai,2024-03-14,2024-04-26,43,Afternoon,Commute,4
S0001444,T000361,Chennai,Delhi,2024-03-13,2024-04-24,42,Evening,Leisure,1
S0001445,T000362,Delhi,Mumbai,2024-03-11,2024-03-31,20,Evening,Leisure,1
S0001446,T000362,Kolkata,Bangalore,2024-03-04,2024-03-21,17,Evening,Leisure,3
S0001447,T000362,Mumbai,Chennai,2024-03-03,2024-03-20,17,Evening,Business,2
S0001448,T000362,Kolkata,Delhi,2024-03-04,2024-04-17,44,Morning,Commute,1
S0001449,T000363,Bangalore,Delhi,2024-03-12,2024-03-31,19,Morning,Commute,1
S0001450,T000363,Hyderabad,Chennai,2024-03-03,2024-03-13,10,Morning,Leisure,1
S0001451,T000363,Kolkata,Mumbai,2024-03-06,2024-03-29,23,Evening,Commute,1
S0001452,T000363,Chennai,Delhi,2024-03-01,2024-04-05,35,Night,Business,1
S0001453,T000364,Delhi,Kolkata,2024-03-02,2024-03-04,2,Early Morning,Leisure,3
S0001454,T000364,Kolkata,Delhi,2024-03-01,2024-04-07,37,Morning,Leisure,3
S0001455,T000364,Delhi,Mumbai,2024-03-13,2024-03-18,5,Afternoon,Leisure,1
S0001456,T000364,Kolkata,Bangalore,2024-03-06,2024-03-29,23,Evening,Leisure,1
S0001457,T000365,Bangalore,Mumbai,2024-03-09,2024-04-20,42,Afternoon,Leisure,1
S0001458,T000365,Hyderabad,Delhi,2024-03-12,2024-04-26,45,Night,Leisure,1
S0001459,T000365,Chennai,Bangalore,2024-03-05,2024-04-02,28,Early Morning,Business,1
S0001460,T000365,Bangalore,Hyderabad,2024-03-01,2024-04-02,32,Afternoon,Business,2
S0001461,T000366,Kolkata,Delhi,2024-03-05,2024-03-21,16,Morning,Commute,1
S0001462,T000366,Bangalore,Mumbai,2024-03-11,2024-04-15,35,Early Morning,Business,1
S0001463,T000366,Delhi,Chennai,2024-03-01,2024-03-03,2,Night,Commute,2
S0001464,T000366,Delhi,Mumbai,2024-03-09,2024-04-03,25,Night,Commute,1
S0001465,T000367,Kolkata,Chennai,2024-03-02,2024-03-10,8,Night,Business,4
S0001466,T000367,Mumbai,Hyderabad,2024-03-11,2024-03-31,20,Evening,Leisure,2
S0001467,T000367,Mumbai,Delhi,2024-03-06,2024-04-14,39,Morning,Commute,1
S0001468,T000367,Kolkata,Delhi,2024-03-09,2024-04-22,44,Evening,Business,1
S0001469,T000368,Hyderabad,Chennai,2024-03-05,2024-03-07,2,Evening,Leisure,1
S0001470,T000368,Bangalore,Mumbai,2024-03-12,2024-04-27,46,Evening,Family / Personal,1
S0001471,T000368,Bangalore,Mumbai,2024-03-13,2024-03-30,17,Early Morning,Business,1
S0001472,T000368,Delhi,Chennai,2024-03-07,2024-03-27,20,Night,Family / Personal,1
S0001473,T000369,Kolkata,Delhi,2024-03-06,2024-03-26,20,Evening,Business,3
S0001474,T000369,Chennai,Hyderabad,2024-03-02,2024-03-24,22,Night,Family / Personal,2
S0001475,T000369,Delhi,Hyderabad,2024-03-08,2024-03-21,13,Night,Business,1
S0001476,T000369,Chennai,Bangalore,2024-03-07,2024-04-18,42,Evening,Commute,3
S0001477,T000370,Delhi,Hyderabad,2024-03-10,2024-03-26,16,Evening,Commute,1
S0001478,T000370,Hyderabad,Mumbai,2024-03-15,2024-03-23,8,Morning,Commute,1
S0001479,T000370,Bangalore,Delhi,2024-03-03,2024-03-23,20,Evening,Commute,3
S0001480,T000370,Mumbai,Kolkata,2024-03-07,2024-03-28,21,Evening,Leisure,1
S0001481,T000371,Kolkata,Mumbai,2024-03-10,2024-04-05,26,Evening,Leisure,3
S0001482,T000371,Chennai,Delhi,2024-03-07,2024-03-17,10,Evening,Commute,2
S0001483,T000371,Hyderabad,Mumbai,2024-03-12,2024-03-30,18,Afternoon,Leisure,1
S0001484,T000371,Hyderabad,Bangalore,2024-03-08,2024-03-23,15,Afternoon,Commute,3
S0001485,T000372,Hyderabad,Bangalore,2024-03-05,2024-03-27,22,Morning,Commute,1
S0001486,T000372,Delhi,Hyderabad,2024-03-02,2024-04-13,42,Early Morning,Family / Personal,1
S0001487,T000372,Mumbai,Hyderabad,2024-03-09,2024-04-26,48,Afternoon,Leisure,1
S0001488,T000372,Bangalore,Hyderabad,2024-03-03,2024-03-06,3,Early Morning,Commute,1
S0001489,T000373,Delhi,Mumbai,2024-03-11,2024-04-11,31,Evening,Leisure,1
S0001490,T000373,Mumbai,Kolkata,2024-03-07,2024-03-18,11,Morning,Business,4
S0001491,T000373,Delhi,Mumbai,2024-03-08,2024-03-13,5,Morning,Commute,1
S0001492,T000373,Kolkata,Bangalore,2024-03-11,2024-04-11,31,Afternoon,Leisure,1
S0001493,T000374,Mumbai,Hyderabad,2024-03-11,2024-03-15,4,Night,Family / Personal,1
S0001494,T000374,Bangalore,Chennai,2024-03-12,2024-04-28,47,Evening,Leisure,4
S0001495,T000374,Chennai,Kolkata,2024-03-11,2024-03-13,2,Afternoon,Family / Personal,1
S0001496,T000374,Chennai,Mumbai,2024-03-08,2024-04-17,40,Night,Family / Personal,1
S0001497,T000375,Delhi,Mumbai,2024-03-06,2024-03-21,15,Early Morning,Leisure,2
S0001498,T000375,Delhi,Mumbai,2024-03-08,2024-04-23,46,Early Morning,Leisure,1
S0001499,T000375,Hyderabad,Delhi,2024-03-15,2024-03-16,1,Evening,Business,1
S0001500,T000375,Delhi,Bangalore,2024-03-02,2024-03-15,13,Evening,Business,1
S0001501,T000376,Mumbai,Bangalore,2024-03-08,2024-04-02,25,Evening,Leisure,2
S0001502,T000376,Hyderabad,Bangalore,2024-03-09,2024-03-24,15,Early Morning,Leisure,1
S0001503,T000376,Chennai,Hyderabad,2024-03-10,2024-04-23,44,Afternoon,Leisure,1
S0001504,T000376,Delhi,Chennai,2024-03-10,2024-04-03,24,Evening,Commute,3
S0001505,T000377,Hyderabad,Delhi,2024-03-05,2024-03-12,7,Evening,Business,2
S0001506,T000377,Mumbai,Delhi,2024-03-10,2024-03-20,10,Evening,Business,1
